,Player,Year,poss,raptor_defense,raptor_total,war_total,war_reg_season,predator_defense,predator_total,pace_impact
24,Shareef Abdur-Rahim,2001,6263,-0.524749064,0.003258581,4.533112155,4.533112155,-0.185122874,0.132810733,-0.396754491
25,Shareef Abdur-Rahim,2002,5771,0.49452853,0.016906435,4.190998515,4.190998515,0.568160314,0.407436372,-0.344606949
26,Shareef Abdur-Rahim,2003,5920,-1.490183302,0.020622162,4.345879058,4.345879058,-0.984146149,0.451369215,-0.375951956
27,Shareef Abdur-Rahim,2004,5065,-0.024217518,0.479171727,4.359558303,4.359558303,-0.166350951,0.261685452,-0.30994553
28,Shareef Abdur-Rahim,2005,3533,-1.467867059,-0.777298898,1.868920154,1.868920154,-0.997154228,-0.423850689,-0.497773771
29,Shareef Abdur-Rahim,2006,4037,-0.260694197,0.499564105,3.43571101,3.638852052,-0.22054369,0.24715037,0.073111945
30,Shareef Abdur-Rahim,2007,4025,-1.119638688,-4.103049919,-1.392883625,-1.392883625,-0.871193104,-3.619540027,0.125522108
31,Shareef Abdur-Rahim,2008,102,-1.58791785,-4.216542736,-0.038213675,-0.038213675,-1.569327499,-4.695228513,0.132239805
32,Alex Abrines,2017,2387,-1.14483179,-0.601410556,1.249007678,1.447708122,-1.038677268,-0.961575257,0.326412665
33,Alex Abrines,2018,2546,-1.50264169,-1.523467566,0.77730446,0.465912151,-1.112625391,-1.287246558,-0.456141151
34,Alex Abrines,2019,1279,1.885618356,-2.154538232,0.17816732,0.17816732,1.543281733,-3.034395865,-0.268013102
35,Precious Achiuwa,2021,1581,0.9548210747308457,-3.392774806770179,-0.2460550507480741,-0.2467763890141763,0.4748280134571293,-3.342884691861583,0.3291572613308212
36,Alex Acker,2006,64,-2.255737509,-9.734864703,-0.126642275,-0.126642275,-3.515497945,-10.13877604,1.405761119
37,Alex Acker,2009,384,-1.148909901,-3.068315695,-0.026169839,-0.026169839,-2.586343026,-5.010256432,0.339733194
38,Mark Acres,1991,2753,-0.145446862,-2.27737434,0.318000724,0.318000724,0.404660583,-2.004127965,0.435896252
39,Mark Acres,1992,1912,-0.095946289,-2.181627921,0.269529253,0.269529253,-0.003463001,-2.483961262,0.36602061
40,Mark Acres,1993,552,-2.170506898,-5.489580807,-0.380641849,-0.380641849,-1.935638913,-5.483601432,0.136913997
41,Quincy Acy,2013,651,0.744081431,0.886942391,0.637616469,0.637616469,0.597275012,0.246851253,0.441921018
42,Quincy Acy,2014,1716,-0.216476793,-1.781733942,0.415918084,0.415918084,-0.223754299,-1.688171329,-0.554897683
43,Quincy Acy,2015,2517,-0.420948055,-2.877012641,-0.083312615,-0.083312615,-1.648024182,-4.44524821,-0.100453505
44,Quincy Acy,2016,1852,0.353933379,-0.233607091,1.123479142,1.123479142,0.021970053,-1.384137685,-0.102988345
45,Quincy Acy,2017,1169,0.576149899,0.232519568,0.835632018,0.835632018,-0.059176987,-0.981264468,0.125008446
46,Quincy Acy,2018,2856,-0.658814194,-2.866996621,-0.08123232,-0.08123232,-0.890246236,-2.717059388,0.136139262
47,Quincy Acy,2019,278,4.969011211,-0.612733231,0.135231411,0.135231411,2.495748342,-3.382062522,0.841980786
48,Hassan Adams,2007,970,-0.207291607,-1.646176168,0.281867841,0.300376016,-1.024705592,-3.218411917,-0.076201348
49,Hassan Adams,2009,101,-1.640456732,-9.290327462,-0.173747192,-0.173747192,-3.420142571,-11.30838136,0.122844449
50,Jaylen Adams,2019,952,-3.734729095,-6.112373059,-0.733513242,-0.733513242,-4.304853077,-6.327998386,-0.099018214
51,Jaylen Adams,2020,43,7.656297991,13.86398833,0.180288816,0.0,3.511923037,7.501620771,-1.784967198
52,Jaylen Adams,2021,41,-1.405128757447878,-18.23127474429081,-0.1395909669229828,-0.1395909669229828,-4.114458838414001,-16.97829880914959,-1.834433202271871
53,Jordan Adams,2015,518,0.518037995,2.613927843,0.715004586,0.591480559,1.240286579,1.95737202,0.689145957
54,Jordan Adams,2016,34,1.417734677,-6.31674077,-0.028101725,-0.028101725,4.675153284,-1.449726713,2.883209016
55,Michael Adams,1991,5621,-1.23280004,4.58794078,8.812800581,8.812800581,-0.75942699,5.39192666,0.336373514
56,Michael Adams,1992,5754,0.227955616,2.502119737,7.495441358,7.495441358,0.555957447,3.106041195,0.076697329
57,Michael Adams,1993,5145,-0.921141474,1.226325033,5.055166653,5.055166653,-0.37502893,1.591766376,-0.282177014
58,Michael Adams,1994,4723,-1.59210922,0.214367056,3.528628615,3.528628615,-1.018023885,0.67689459,-0.16056791
59,Michael Adams,1995,871,0.210146321,3.953931982,1.558978178,1.538196786,-0.05644915,3.517487049,0.386076752
60,Michael Adams,1996,635,0.515544686,2.153922293,0.825116363,0.825116363,-0.049078267,1.604008742,0.221807225
61,Steven Adams,2014,3078,-0.300116319,-1.777423832,0.741983669,1.087876915,1.022961561,-0.716728532,-0.076885499
62,Steven Adams,2015,3537,1.972597164,0.112691438,2.569431836,2.569431836,1.950513493,-0.303670484,-0.637424446
63,Steven Adams,2016,5203,4.157908948,5.462938603,10.71133281,8.899270344,3.711730317,5.617091761,-0.807926917
64,Steven Adams,2017,5279,1.772211917,0.146187373,3.775858111,3.143711406,2.405590986,0.773871429,-0.006770004
65,Steven Adams,2018,5530,1.140201316,2.607804014,7.34142524,6.779274475,1.578665787,3.074770949,-0.278540995
66,Steven Adams,2019,6164,1.875017591,1.803267387,6.601450742,6.428883158,2.972406085,2.525199297,0.497952287
67,Steven Adams,2020,3964,1.657407958,1.973204682,4.542774677,4.329822987,1.63283925,1.174264512,-0.445224446
68,Steven Adams,2021,3313,1.044020901375203,0.5017240156481708,2.630392460475527,2.630392460475527,1.333237332272016,0.6048706472106694,-1.226775224493624
69,Rafael Addison,1992,2445,-1.450157666,-3.187143926,-0.265231764,-0.236685257,-1.971426571,-4.152208487,-0.038634776
70,Rafael Addison,1993,2458,-1.433110413,-4.450435488,-1.056380268,-1.065788961,-1.803270545,-5.079007633,0.242044449
71,Rafael Addison,1995,3488,-1.508485706,-3.235963085,-0.442596617,-0.442596617,-1.240050998,-3.329108846,0.482265618
72,Rafael Addison,1996,996,-1.855861781,-5.195613675,-0.647060541,-0.647060541,-2.311197015,-6.082288829,0.46486777
73,Rafael Addison,1997,663,-2.04290348,-3.805608303,-0.192125021,-0.192125021,-2.338664093,-4.398827685,0.444920406
74,Bam Adebayo,2018,2921,1.039458046,-1.179915308,1.172123132,1.348868962,0.461893641,-2.257935143,-0.812342362
75,Bam Adebayo,2019,3965,2.676011508,0.800701737,3.451223821,3.451223821,2.278351869,0.126069191,-0.420701969
76,Bam Adebayo,2020,6336,2.226652203,2.12270358,7.755916187,5.311195444,1.480391375,2.203036398,-0.64909472
77,Bam Adebayo,2021,4655,1.774596588008502,1.889060077183521,5.406504063603092,5.372651993406977,1.448065758069873,1.590908736178008,0.0069677629961051
78,Deng Adel,2019,391,0.558883109,-5.774829321,-0.29588577,-0.29588577,-2.111308565,-8.335460717,-1.194190583
79,Jeff Adrien,2011,392,-1.763299263,-4.262295789,-0.151244587,-0.151244587,-2.382543985,-5.387050611,0.009994521
80,Jeff Adrien,2012,122,-1.310644884,-4.184248851,-0.046685865,-0.046685865,-0.96204679,-4.441711883,1.172658228
81,Jeff Adrien,2013,1375,-0.68553432,-2.634101605,0.042100378,0.042100378,-1.016782509,-3.345600031,-0.133120893
82,Jeff Adrien,2014,1908,-2.104197284,-1.939531535,0.391857954,0.391857954,-1.681563346,-2.437177119,-0.370574985
83,Jeff Adrien,2015,442,0.917083263,-0.124531175,0.288294064,0.288294064,-0.439532817,-2.106763111,0.099396392
84,Arron Afflalo,2008,1934,1.073756459,-1.09821345,0.892136035,0.81472696,0.296044885,-2.186713895,0.150290668
85,Arron Afflalo,2009,2371,-0.714294485,-1.791453074,0.644357597,0.561327275,-0.907428452,-2.434332023,0.533564125
86,Arron Afflalo,2010,4680,-0.429075392,-0.057648556,3.227140916,2.92122235,-0.42845779,-0.346194243,0.082422221
87,Arron Afflalo,2011,4851,-0.483047223,1.109169546,4.713135834,4.726502428,-0.315056639,0.967920171,-0.489893727
88,Arron Afflalo,2012,4577,-1.473209814,-0.079955196,3.144080798,2.977159222,-1.143893185,0.08501343,-0.24085187
89,Arron Afflalo,2013,4482,-2.659854332,-3.038894672,-0.339785596,-0.339785596,-2.308671028,-2.816819019,-0.069136008
90,Arron Afflalo,2014,5047,-3.02318616,-1.79892812,1.231903915,1.231903915,-2.771831196,-2.360454719,-0.49730894
91,Arron Afflalo,2015,5125,-1.673151448,-2.659068591,0.097940159,0.519802548,-1.319810011,-2.762578223,-0.674047569
92,Arron Afflalo,2016,4648,-2.481338924,-3.106749185,-0.424460423,-0.424460423,-2.375143951,-3.215674058,-1.606045594
93,Arron Afflalo,2017,3146,-4.757288217,-6.00977503,-2.593034888,-2.593034888,-4.240256022,-6.084951782,-1.296124622
94,Arron Afflalo,2018,1389,-1.524033967,-4.382990176,-0.562242617,-0.562242617,-3.040735815,-6.67453851,-1.041661365
95,Maurice Ager,2007,451,-1.893918415,-7.520997558,-0.588829494,-0.632562468,-2.680618991,-8.201399938,0.947613031
96,Maurice Ager,2008,316,-2.74948795,-7.214732019,-0.383936537,-0.383936537,-3.848747988,-8.533280913,1.268861342
97,Maurice Ager,2009,184,-2.194438621,-7.808094793,-0.25490755,-0.25490755,-2.558838785,-8.344504384,1.699985575
98,Maurice Ager,2011,59,-2.117134051,-4.719409032,-0.029283353,-0.029283353,-3.13455112,-5.794664632,0.461737631
99,Mark Aguirre,1991,4640,0.125306714,1.380046121,5.133205743,3.634219546,-0.091097743,1.161690749,0.242006143
100,Mark Aguirre,1992,3258,0.084848837,-2.027481737,0.597950253,0.918347575,-0.29089832,-2.128964235,0.709557399
101,Mark Aguirre,1993,2074,-1.756585284,-2.028283279,0.389420316,0.389420316,-2.248021493,-2.805837892,0.146116467
102,Mark Aguirre,1994,1803,-2.292742893,-2.384338656,0.160955908,0.160955908,-2.405832939,-2.741513821,0.420681244
103,Blake Ahearn,2008,336,-1.738597727,-3.864062959,-0.101897616,-0.101897616,-2.000862829,-4.005168609,1.20116426
104,Blake Ahearn,2009,35,0.14541835,0.204303622,0.028975431,0.028975431,0.831026041,1.226435287,1.092052624
105,Blake Ahearn,2012,73,-3.602307122,-7.696252691,-0.098893356,-0.172405996,-5.30457487,-8.7637626,1.627423481
106,Danny Ainge,1991,4167,-0.052507327,3.310985034,6.157226546,5.687837915,-0.138454985,3.155145755,0.469553196
107,Danny Ainge,1992,4221,0.288599966,2.791871554,5.835132661,4.717956833,0.05453826,2.463708666,0.518558645
108,Danny Ainge,1993,5705,-1.189261598,1.514653496,5.969182919,5.34634312,-0.983614717,1.645367517,0.102822908
109,Danny Ainge,1994,3631,-1.361304156,0.054478977,2.585221312,2.035452416,-1.271167724,0.114950162,0.453363088
110,Danny Ainge,1995,3045,-1.638552005,0.920452357,2.856475067,2.480956264,-1.631007025,0.696754631,0.407375729
111,Alexis Ajinca,2009,339,0.334703536,-5.195091989,-0.230726585,-0.230726585,0.162315759,-5.176196706,1.505878183
112,Alexis Ajinca,2010,57,0.266939175,-5.486842524,-0.042458406,-0.042458406,-0.184063634,-5.800332146,1.273449124
113,Alexis Ajinca,2011,663,-0.266183897,-3.395328563,-0.114143095,-0.114143095,0.442492793,-2.21000557,2.571905675
114,Alexis Ajinca,2014,1855,-0.75344482,-2.808051489,-0.028102436,-0.028102436,-0.194303761,-1.936250006,-0.218473544
115,Alexis Ajinca,2015,1865,1.375576424,0.978375055,1.837508138,1.793286482,1.216471195,0.159531102,-0.057111061
116,Alexis Ajinca,2016,1777,1.2915655,-2.152493538,0.262838216,0.262838216,0.797343456,-2.612156438,0.135601825
117,Alexis Ajinca,2017,1223,1.229835643,-3.206903783,-0.136314643,-0.136314643,1.020942858,-2.781053448,0.127572121
118,Josh Akognon,2013,18,-3.358862672,-0.295616761,0.011587945,0.011587945,-0.919371904,1.35731318,2.62626357
119,DeVaughn Akoon-Purcell,2019,49,-1.019839791,-3.24933926,-0.005555579,-0.005555579,0.66152002,-0.600846423,-0.894707629
120,Solomon Alabi,2011,116,-0.221871906,-7.503053613,-0.142240584,-0.142240584,-1.649768493,-8.572564861,-0.543815291
121,Solomon Alabi,2012,230,0.639280144,-2.535836586,0.013191748,0.013191748,-0.449544272,-3.870708057,-0.961057978
122,Mark Alarie,1991,1206,-1.149668031,-3.167442025,-0.125834268,-0.125834268,-1.211036003,-3.323573733,0.646695478
123,Furkan Aldemir,2015,1087,-1.661918132,-1.980146495,0.21216464,0.21216464,-1.101017437,-2.857895983,0.028863509
124,Cole Aldrich,2011,277,0.176647451,-3.853745751,-0.080905875,-0.080905875,0.450794012,-3.660036421,1.096988494
125,Cole Aldrich,2012,387,0.693105824,-1.141518948,0.161406368,0.174902402,0.303210866,-1.610187141,-0.12187209
126,Cole Aldrich,2013,776,-1.01619797,-4.845949804,-0.415412359,-0.415412359,-1.33768655,-5.500874507,0.554148058
127,Cole Aldrich,2014,658,3.896700735,3.388513611,1.02873738,1.02873738,1.73834343,0.608227665,-0.443568112
128,Cole Aldrich,2015,1915,1.459642861,-1.328403009,0.709716538,0.709716538,0.637865935,-1.735715892,0.247213254
129,Cole Aldrich,2016,1770,2.88412763,1.543423799,1.936260175,1.526349689,4.124676179,3.294670604,0.392257458
130,Cole Aldrich,2017,1088,-0.173788867,-2.214168724,0.144464506,0.144464506,0.793979844,-1.655488413,-0.473588409
131,Cole Aldrich,2018,111,-4.680285043,-10.97504359,-0.205863423,-0.205863423,-4.050028846,-9.279526322,0.115286953
132,LaMarcus Aldridge,2007,2590,0.058657158,-0.285288973,1.74674163,1.74674163,0.262266229,-0.2834966,-0.196253734
133,LaMarcus Aldridge,2008,4907,0.560672302,0.404756053,4.242447459,4.242447459,0.885054575,0.93317598,-0.466652747
134,LaMarcus Aldridge,2009,5901,0.430490685,1.95633698,7.720210051,7.490755834,0.729549597,2.571816174,-0.690345438
135,LaMarcus Aldridge,2010,5821,1.053571368,1.548284046,6.881575233,6.570551023,1.375944174,2.142666198,-0.504852864
136,LaMarcus Aldridge,2011,6399,1.152865428,2.488873925,9.205587742,8.637775318,1.264860959,2.754198352,-0.763243966
137,LaMarcus Aldridge,2012,3832,0.456563958,2.468364823,5.278213129,5.278213129,0.610841641,2.560569501,-0.532861522
138,LaMarcus Aldridge,2013,5374,0.958419974,1.263713993,5.669712619,5.669712619,1.058289588,1.420885951,-0.71115247
139,LaMarcus Aldridge,2014,5862,2.326357965,3.759873558,9.746017938,7.721583795,2.497569684,4.521991741,-0.847995158
140,LaMarcus Aldridge,2015,5385,1.637708536,3.916151844,9.152786751,8.937972946,1.658809376,3.920414354,-0.937202974
141,LaMarcus Aldridge,2016,5096,1.616412491,2.598511954,7.059470295,5.790129719,2.016064272,2.530897493,-1.033026966
142,LaMarcus Aldridge,2017,5577,1.052974577,-0.34039041,3.437144984,4.08566087,1.47008838,0.726944866,-1.664783899
143,LaMarcus Aldridge,2018,5298,1.373438861,3.971629021,9.076819119,8.582586812,1.564133205,3.975738315,-1.593152487
144,LaMarcus Aldridge,2019,5983,1.414263641,2.062849637,7.137532501,6.412486888,1.190426764,1.798625188,-1.233310548
145,LaMarcus Aldridge,2020,3648,0.777019003,0.116579187,2.530917368,2.530917368,1.229884515,0.518216317,-1.367529703
146,LaMarcus Aldridge,2021,1403,-0.8478855467004994,-3.261529995543683,-0.1676647867116067,-0.1676647867116067,-0.3474411842394705,-2.654506011418652,-0.4326484242684775
147,Cliff Alexander,2016,78,2.898182484,-3.456723273,-0.012889206,-0.012889206,-1.865014645,-5.938140727,-0.687410904
148,Cory Alexander,1996,1229,-1.216576706,-3.746568423,-0.32640364,-0.281843513,-1.402267172,-3.689258561,1.24039748
149,Cory Alexander,1997,2675,-1.113748293,-0.922620401,1.36788467,1.36788467,-1.119475959,-0.590241451,0.826515269
150,Cory Alexander,1998,2439,-0.138459552,0.47324022,2.15806086,2.15806086,-0.023988517,0.795460281,1.415168629
151,Cory Alexander,1999,1484,-1.888791796,-3.325834343,-0.230530027,-0.230530027,-1.850870867,-2.9959653,0.772078382
152,Cory Alexander,2000,657,1.152281449,-1.909903143,0.142532204,0.142532204,0.990900008,-1.635615853,1.01362853
153,Cory Alexander,2001,446,-0.388292312,-4.686728008,-0.227655049,-0.227655049,-0.642010428,-4.613295691,1.37999865
154,Cory Alexander,2005,391,-1.687816538,-3.180164874,-0.044447141,-0.044447141,-1.858905372,-3.57948915,0.696082126
155,Courtney Alexander,2001,2705,-2.772185087,-5.50054799,-1.951800724,-1.951800724,-2.025906901,-4.616832509,0.454334471
156,Courtney Alexander,2002,2465,-1.947763529,-2.699461758,0.034136283,0.034136283,-1.779013102,-2.802746743,-0.076097943
157,Courtney Alexander,2003,2634,-1.28141166,-4.528326828,-1.266865927,-1.319785458,-1.484851521,-4.736678613,0.095204267
158,Gary Alexander,1994,107,-0.893658127,-6.858904515,-0.116810865,-0.116810865,-1.440114456,-6.507927501,1.956168712
159,Joe Alexander,2009,1397,-1.555905432,-4.209021722,-0.536807295,-0.536807295,-2.140099932,-4.98794546,0.665479379
160,Joe Alexander,2010,57,-0.506908733,-3.088263655,-0.005143949,-0.005143949,1.469870827,-1.797099887,2.608262808
161,Kyle Alexander,2020,31,-3.622453071,-9.676980103,-0.047024875,-0.047024875,-4.931522458,-7.654614396,2.402347563
162,Nickeil Alexander-Walker,2020,1288,-1.706766118,-3.2271938,-0.144990433,-0.144990433,-1.914683857,-2.223817882,0.782733245
163,Nickeil Alexander-Walker,2021,2109,0.6886160071676919,-0.6421805349285952,1.087195882880593,1.087195882880593,0.8097760181494571,0.2668755731662041,0.3970775203655505
164,Ty-Shon Alexander,2021,101,-1.750642364620903,-5.344743242556882,-0.0672346612822402,-0.0761387167143775,-5.037518303193102,-8.625456556552045,-0.419789270156959
165,Victor Alexander,1992,2992,0.128531358,-2.973750987,-0.157437084,-0.155175616,-0.456783979,-3.214331167,0.346117919
166,Victor Alexander,1993,3676,-0.715183087,-2.785305348,-0.031611316,-0.031611316,-0.779201772,-2.660478078,0.108234913
167,Victor Alexander,1994,2752,-1.012307024,-3.167852427,-0.281747969,-0.281747969,-1.245098562,-3.309163535,0.262286942
168,Victor Alexander,1995,2552,-0.762242277,-3.905501815,-0.729221731,-0.729221731,-0.602451198,-3.633426064,-0.004587074
169,Victor Alexander,2002,189,-1.394452805,-7.732201151,-0.254745332,-0.234103951,-3.256285086,-9.333302003,-0.525155884
170,Steve Alford,1991,468,-2.1099042,0.098147255,0.342339875,0.342339875,-3.419682702,-1.617515444,-0.172720135
171,Rawle Alkins,2019,255,-2.161881071,-5.700317489,-0.180513697,-0.180513697,-3.413978187,-8.753813232,-0.065753685
172,Grayson Allen,2019,931,-5.549027311,-10.33713093,-1.679755396,-1.583498036,-4.700633677,-8.837897578,0.880970996
173,Grayson Allen,2020,1578,-1.442154647,-1.397200118,0.497797959,0.497797959,-2.121794595,-2.136085104,0.460582016
174,Grayson Allen,2021,2929,-0.0227420289508169,-0.1542992178592874,1.81788853796361,2.001217878076609,0.1408081223772265,0.3772243415184168,0.3440273038833411
175,Jarrett Allen,2018,3002,-1.130534872,-4.054694244,-0.956236725,-0.956236725,-1.820816036,-4.841986373,-0.3073628
176,Jarrett Allen,2019,4723,-3.071319091,-4.57798757,-2.06663699,-1.688439103,-2.054802158,-3.661514226,0.145825668
177,Jarrett Allen,2020,4197,2.414875256,2.46463595,5.251738616,4.564156485,1.998815081,1.891861061,-0.800769953
178,Jarrett Allen,2021,3843,1.694613194711746,1.00620595806963,3.528934388569454,3.528934388569454,0.9833691783969212,0.1977231306305882,-0.2863472000025216
179,Jerome Allen,1996,713,-0.440199065,-3.960081007,-0.225596841,-0.225596841,-1.164143234,-4.542067057,0.874958583
180,Jerome Allen,1997,1787,-1.40161558,-3.054045738,-0.139075227,-0.139075227,-2.101541206,-4.000091539,0.933056355
181,Kadeem Allen,2018,226,-1.2635628,-7.642862935,-0.268439635,-0.268439635,-1.829492539,-7.474111447,0.494443139
182,Kadeem Allen,2019,870,-1.023795247,1.054343063,0.801390513,0.801390513,-1.333298032,-0.203515285,-0.764299076
183,Kadeem Allen,2020,252,2.219338674,3.092129194,0.344584005,0.344584005,0.923097663,2.165072193,-1.215795742
184,Lavoy Allen,2012,1619,1.46725352,0.341823235,1.394752389,0.391285401,1.2089078,-0.320813364,-0.109768377
185,Lavoy Allen,2013,3200,0.41698639,-2.840392415,-0.076596311,-0.076596311,0.18777796,-3.248337744,-0.45356929
186,Lavoy Allen,2014,2309,-0.31668423,-3.02716405,-0.152261528,-0.208787164,-1.201090504,-4.273390438,0.081618426
187,Lavoy Allen,2015,2116,1.648250636,1.241134083,2.164894374,2.164894374,0.623960007,-0.187982566,-0.612720494
188,Lavoy Allen,2016,3305,-0.427440292,-1.191297881,1.288226225,1.450783119,-0.692940523,-1.660243314,-1.102126113
189,Lavoy Allen,2017,1806,-0.571197917,-1.279300898,0.658282028,0.63611547,-1.692411686,-3.269205136,-0.621853795
190,Malik Allen,2002,297,0.287633241,-0.754080958,0.162898917,0.162898917,-0.280763832,-1.833473059,-0.587957383
191,Malik Allen,2003,4289,-0.738316421,-5.460405799,-3.19988899,-3.19988899,-0.791151352,-5.422351541,-0.159580676
192,Malik Allen,2004,1393,-0.80074952,-3.725553794,-0.364762038,-0.564060398,-1.339537381,-4.532639308,0.031062919
193,Malik Allen,2005,1002,-2.18280192,-3.897756667,-0.30173692,-0.30173692,-2.615097599,-4.670800957,-0.424596767
194,Malik Allen,2006,1603,0.6010827,-2.969532334,-0.093188278,0.002883512,-0.105089405,-3.853336353,0.122784749
195,Malik Allen,2007,1322,0.001277369,-3.925025041,-0.418101309,-0.229939042,-0.378934817,-4.400502746,0.126281381
196,Malik Allen,2008,2137,-1.24086093,-4.32797388,-0.903701248,-0.820194908,-1.361278723,-4.757713928,0.308543456
197,Malik Allen,2009,1130,-0.315454109,-4.141422514,-0.412587964,-0.412587964,-0.779811081,-4.930303815,0.350787929
198,Malik Allen,2010,933,-2.577140675,-7.08922486,-1.037663133,-1.05901744,-2.84146086,-7.374411631,0.401378274
199,Malik Allen,2011,355,-1.052477298,-5.647589719,-0.277273291,-0.243935221,-0.886802714,-6.157497527,0.474483881
200,Ray Allen,1997,4775,-1.203453236,0.329366254,3.978710122,3.978710122,-0.955927896,0.515285089,0.016137946
201,Ray Allen,1998,6248,-1.127904072,1.112696321,6.475219444,6.475219444,-0.771255542,1.521643319,-0.037063696
202,Ray Allen,1999,3374,-1.500271611,2.628934083,5.051472072,4.632535132,-1.292862129,2.851518157,-0.118916004
203,Ray Allen,2000,6347,-1.028035345,3.564305594,10.49014269,9.578302215,-0.785480492,3.941258767,-0.331741733
204,Ray Allen,2001,7502,0.103691264,7.162584739,19.79155549,15.17248718,0.204263624,7.200898599,-0.375824893
205,Ray Allen,2002,4799,-0.39024004,4.765134661,9.668144917,9.668144917,-0.240699924,5.111867168,-0.125753939
206,Ray Allen,2003,5426,0.005688846,5.132357901,11.82030983,11.82030983,0.178717835,5.464780963,1.669054827
207,Ray Allen,2004,4077,-0.883311669,4.704111261,8.168874616,8.168874616,-0.611781735,5.015536352,-0.171238458
208,Ray Allen,2005,6490,-1.40147961,4.726854493,13.388273,11.143558,-1.203899595,5.155499848,-0.184185368
209,Ray Allen,2006,5833,-1.580073309,5.029206648,11.95595668,11.95595668,-1.328750292,5.534061136,-0.29193808
210,Ray Allen,2007,4293,-1.326226416,3.42299355,6.980906547,6.980906547,-0.94474991,4.125808532,-0.103152594
211,Ray Allen,2008,6813,-0.246529685,3.199778621,11.02166627,7.945213517,-0.066557038,3.378460723,-0.279015922
212,Ray Allen,2009,6567,0.595053426,5.082526761,13.7640268,11.9758198,0.5579482,4.859417964,-0.306703283
213,Ray Allen,2010,7180,-0.0677454,2.999471315,11.09093188,7.754880783,0.079912904,2.835408269,-0.064129727
214,Ray Allen,2011,6183,0.346472575,3.407480901,10.21627557,8.343761065,0.507011151,3.289086292,-0.554527411
215,Ray Allen,2012,4121,-0.583252694,0.988021888,4.16721067,3.333654125,-0.166278684,1.29226461,-0.104142915
216,Ray Allen,2013,4943,-2.061021701,0.254038449,4.025040977,3.080055865,-1.901070702,0.401933979,-0.053629818
